raceday,locality,raceName,deelnemer,driver,constructor,driverpunten,turbopunten,inhaalpunten,totaalpunten,positie,afwijking_positie,afwijking_positie_real,turbodriver,inhaalkoning
15,Marina Bay,Singapore Grand Prix,Eva,Leclerc,Ferrari,9,9,0,18,4,1,1,TRUE,FALSE
15,Marina Bay,Singapore Grand Prix,Eva,Perez,Red Bull,0,0,3,3,8,NA,NA,FALSE,TRUE
15,Marina Bay,Singapore Grand Prix,Filip,Ocon,Alpine,1,0,0,1,18,9,-9,FALSE,FALSE
15,Marina Bay,Singapore Grand Prix,Filip,Hulkenberg,Haas,7,0,0,7,13,3,3,FALSE,FALSE
15,Marina Bay,Singapore Grand Prix,Filip,Norris,McLaren,6,0,0,6,2,4,4,FALSE,FALSE
15,Marina Bay,Singapore Grand Prix,Filip,Leclerc,Ferrari,11,11,0,22,4,0,0,TRUE,FALSE
15,Marina Bay,Singapore Grand Prix,Filip,Perez,Red Bull,0,0,3,3,8,NA,NA,FALSE,TRUE
15,Marina Bay,Singapore Grand Prix,Ester,Ocon,Alpine,5,0,0,5,18,5,-5,FALSE,FALSE
15,Marina Bay,Singapore Grand Prix,Ester,Hulkenberg,Haas,6,0,0,6,13,4,4,FALSE,FALSE
15,Marina Bay,Singapore Grand Prix,Ester,Norris,McLaren,7,0,0,7,2,3,3,FALSE,FALSE
15,Marina Bay,Singapore Grand Prix,Ester,Leclerc,Ferrari,9,9,0,18,4,1,-1,TRUE,FALSE
15,Marina Bay,Singapore Grand Prix,Ester,Verstappen,Red Bull,0,0,5,5,5,NA,NA,FALSE,TRUE
15,Marina Bay,Singapore Grand Prix,Esmee,Ocon,Alpine,5,0,0,5,18,5,-5,FALSE,FALSE
15,Marina Bay,Singapore Grand Prix,Esmee,Hulkenberg,Haas,7,0,0,7,13,3,3,FALSE,FALSE
15,Marina Bay,Singapore Grand Prix,Esmee,Norris,McLaren,7,7,0,14,2,3,3,TRUE,FALSE
15,Marina Bay,Singapore Grand Prix,Esmee,Leclerc,Ferrari,9,0,0,9,4,1,1,FALSE,FALSE
15,Marina Bay,Singapore Grand Prix,Esmee,Perez,Red Bull,0,0,3,3,8,NA,NA,FALSE,TRUE
16,Suzuka,Japanese Grand Prix,Bram,Hamilton,Mercedes,8,0,0,8,5,2,-2,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Bram,Alonso,Aston Martin,8,0,0,8,8,2,-2,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Bram,Sainz,Ferrari,8,0,0,8,6,2,-2,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Bram,Albon,Williams,7,7,0,14,16,3,-3,TRUE,FALSE
16,Suzuka,Japanese Grand Prix,Bram,Gasly,Alpine,0,0,0,0,10,NA,NA,FALSE,TRUE
16,Suzuka,Japanese Grand Prix,Saran,Hamilton,Mercedes,9,0,0,9,5,1,-1,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Saran,Alonso,Aston Martin,5,5,0,10,8,5,-5,TRUE,FALSE
16,Suzuka,Japanese Grand Prix,Saran,Sainz,Ferrari,9,0,0,9,6,1,-1,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Saran,Albon,Williams,3,0,0,3,16,7,-7,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Saran,Hamilton,Mercedes,0,0,3,3,5,NA,NA,FALSE,TRUE
16,Suzuka,Japanese Grand Prix,Thibaut,Hamilton,Mercedes,9,9,0,18,5,1,-1,TRUE,FALSE
16,Suzuka,Japanese Grand Prix,Thibaut,Alonso,Aston Martin,9,0,0,9,8,1,-1,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Thibaut,Sainz,Ferrari,9,0,0,9,6,1,-1,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Thibaut,Albon,Williams,6,0,0,6,16,4,-4,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Thibaut,Perez,Red Bull,0,0,0,0,19,NA,NA,FALSE,TRUE
16,Suzuka,Japanese Grand Prix,Matthias,Hamilton,Mercedes,9,0,0,9,5,1,1,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Matthias,Alonso,Aston Martin,11,0,0,11,8,0,0,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Matthias,Sainz,Ferrari,8,8,0,16,6,2,-2,TRUE,FALSE
16,Suzuka,Japanese Grand Prix,Matthias,Albon,Williams,4,0,0,4,16,6,-6,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Matthias,Perez,Red Bull,0,0,0,0,19,NA,NA,FALSE,TRUE
16,Suzuka,Japanese Grand Prix,Bart,Hamilton,Mercedes,9,9,0,18,5,1,-1,TRUE,FALSE
16,Suzuka,Japanese Grand Prix,Bart,Alonso,Aston Martin,11,0,0,11,8,0,0,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Bart,Sainz,Ferrari,7,0,0,7,6,3,-3,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Bart,Albon,Williams,6,0,0,6,16,4,-4,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Bart,Stroll,Aston Martin,0,0,0,0,18,NA,NA,FALSE,TRUE
16,Suzuka,Japanese Grand Prix,Filip,Hamilton,Mercedes,11,11,0,22,5,0,0,TRUE,FALSE
16,Suzuka,Japanese Grand Prix,Filip,Alonso,Aston Martin,11,0,0,11,8,0,0,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Filip,Sainz,Ferrari,8,0,0,8,6,2,-2,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Filip,Albon,Williams,3,0,0,3,16,7,-7,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Filip,Perez,Red Bull,0,0,0,0,19,NA,NA,FALSE,TRUE
16,Suzuka,Japanese Grand Prix,Illias,Hamilton,Mercedes,8,8,0,16,5,2,-2,TRUE,FALSE
16,Suzuka,Japanese Grand Prix,Illias,Alonso,Aston Martin,7,0,0,7,8,3,-3,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Illias,Sainz,Ferrari,8,0,0,8,6,2,-2,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Illias,Albon,Williams,3,0,0,3,16,7,-7,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Illias,Piastri,McLaren,0,0,0,0,3,NA,NA,FALSE,TRUE
16,Suzuka,Japanese Grand Prix,Margot,Hamilton,Mercedes,9,0,0,9,5,1,-1,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Margot,Alonso,Aston Martin,6,6,0,12,8,4,-4,TRUE,FALSE
16,Suzuka,Japanese Grand Prix,Margot,Sainz,Ferrari,8,0,0,8,6,2,-2,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Margot,Albon,Williams,2,0,0,2,16,8,-8,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Margot,Perez,Red Bull,0,0,0,0,19,NA,NA,FALSE,TRUE
16,Suzuka,Japanese Grand Prix,Robbert,Hamilton,Mercedes,11,0,0,11,5,0,0,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Robbert,Alonso,Aston Martin,8,0,0,8,8,2,-2,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Robbert,Sainz,Ferrari,7,7,0,14,6,3,-3,TRUE,FALSE
16,Suzuka,Japanese Grand Prix,Robbert,Albon,Williams,3,0,0,3,16,7,-7,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Robbert,Perez,Red Bull,0,0,0,0,19,NA,NA,FALSE,TRUE
16,Suzuka,Japanese Grand Prix,Dylan,Hamilton,Mercedes,11,11,0,22,5,0,0,TRUE,FALSE
16,Suzuka,Japanese Grand Prix,Dylan,Alonso,Aston Martin,8,0,0,8,8,2,-2,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Dylan,Sainz,Ferrari,8,0,0,8,6,2,-2,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Dylan,Albon,Williams,4,0,0,4,16,6,-6,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Dylan,Perez,Red Bull,0,0,0,0,19,NA,NA,FALSE,TRUE
16,Suzuka,Japanese Grand Prix,Thijs,Hamilton,Mercedes,9,0,0,9,5,1,1,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Thijs,Alonso,Aston Martin,9,0,0,9,8,1,-1,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Thijs,Sainz,Ferrari,8,8,0,16,6,2,-2,TRUE,FALSE
16,Suzuka,Japanese Grand Prix,Thijs,Albon,Williams,5,0,0,5,16,5,-5,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Thijs,Gasly,Alpine,0,0,0,0,10,NA,NA,FALSE,TRUE
16,Suzuka,Japanese Grand Prix,Jonas,Hamilton,Mercedes,9,9,0,18,5,1,-1,TRUE,FALSE
16,Suzuka,Japanese Grand Prix,Jonas,Alonso,Aston Martin,9,0,0,9,8,1,1,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Jonas,Sainz,Ferrari,7,0,0,7,6,3,-3,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Jonas,Albon,Williams,2,0,0,2,16,8,-8,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Jonas,Piastri,McLaren,0,0,0,0,3,NA,NA,FALSE,TRUE
16,Suzuka,Japanese Grand Prix,Mattijs,Hamilton,Mercedes,11,11,0,22,5,0,0,TRUE,FALSE
16,Suzuka,Japanese Grand Prix,Mattijs,Alonso,Aston Martin,9,0,0,9,8,1,-1,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Mattijs,Sainz,Ferrari,7,0,0,7,6,3,-3,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Mattijs,Albon,Williams,3,0,0,3,16,7,-7,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Mattijs,Perez,Red Bull,0,0,0,0,19,NA,NA,FALSE,TRUE
16,Suzuka,Japanese Grand Prix,Notus,Hamilton,Mercedes,9,0,0,9,5,1,-1,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Notus,Alonso,Aston Martin,8,0,0,8,8,2,-2,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Notus,Sainz,Ferrari,7,7,0,14,6,3,-3,TRUE,FALSE
16,Suzuka,Japanese Grand Prix,Notus,Albon,Williams,2,0,0,2,16,8,-8,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Notus,Perez,Red Bull,0,0,0,0,19,NA,NA,FALSE,TRUE
16,Suzuka,Japanese Grand Prix,Ines,Hamilton,Mercedes,11,0,0,11,5,0,0,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Ines,Alonso,Aston Martin,9,0,0,9,8,1,-1,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Ines,Sainz,Ferrari,8,8,0,16,6,2,-2,TRUE,FALSE
16,Suzuka,Japanese Grand Prix,Ines,Albon,Williams,5,0,0,5,16,5,-5,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Ines,Perez,Red Bull,0,0,0,0,19,NA,NA,FALSE,TRUE
16,Suzuka,Japanese Grand Prix,Ester,Hamilton,Mercedes,11,11,0,22,5,0,0,TRUE,FALSE
16,Suzuka,Japanese Grand Prix,Ester,Alonso,Aston Martin,5,0,0,5,8,5,-5,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Ester,Sainz,Ferrari,9,0,0,9,6,1,-1,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Ester,Albon,Williams,8,0,0,8,16,2,-2,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Ester,Perez,Red Bull,0,0,0,0,19,NA,NA,FALSE,TRUE
16,Suzuka,Japanese Grand Prix,Esmee,Hamilton,Mercedes,9,9,0,18,5,1,1,TRUE,FALSE
16,Suzuka,Japanese Grand Prix,Esmee,Alonso,Aston Martin,11,0,0,11,8,0,0,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Esmee,Sainz,Ferrari,9,0,0,9,6,1,-1,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Esmee,Albon,Williams,4,0,0,4,16,6,-6,FALSE,FALSE
16,Suzuka,Japanese Grand Prix,Esmee,Perez,Red Bull,0,0,0,0,19,NA,NA,FALSE,TRUE
17,Al Daayen,Qatar Grand Prix,Bram,Lawson,AlphaTauri,9,0,0,9,17,1,1,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Bram,Leclerc,Ferrari,8,8,0,16,5,2,-2,TRUE,FALSE
17,Al Daayen,Qatar Grand Prix,Bram,Gasly,Alpine,5,0,0,5,12,5,-5,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Bram,Russell,Mercedes,9,0,0,9,4,1,1,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Bram,Hamilton,Mercedes,0,0,0,0,19,NA,NA,FALSE,TRUE
17,Al Daayen,Qatar Grand Prix,Saran,Lawson,AlphaTauri,2,0,0,2,17,8,-8,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Saran,Leclerc,Ferrari,9,0,0,9,5,1,-1,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Saran,Gasly,Alpine,3,3,0,6,12,7,-7,TRUE,FALSE
17,Al Daayen,Qatar Grand Prix,Saran,Russell,Mercedes,4,0,0,4,4,6,6,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Saran,Leclerc,Ferrari,0,0,0,0,5,NA,NA,FALSE,TRUE
17,Al Daayen,Qatar Grand Prix,Thibaut,Lawson,AlphaTauri,5,0,0,5,17,5,-5,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Thibaut,Leclerc,Ferrari,11,0,0,11,5,0,0,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Thibaut,Gasly,Alpine,8,0,0,8,12,2,-2,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Thibaut,Russell,Mercedes,7,7,0,14,4,3,3,TRUE,FALSE
17,Al Daayen,Qatar Grand Prix,Thibaut,Perez,Red Bull,0,0,6,6,10,NA,NA,FALSE,TRUE
17,Al Daayen,Qatar Grand Prix,Jonas,Lawson,AlphaTauri,5,0,0,5,17,5,-5,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Jonas,Leclerc,Ferrari,9,9,0,18,5,1,1,TRUE,FALSE
17,Al Daayen,Qatar Grand Prix,Jonas,Gasly,Alpine,7,0,0,7,12,3,-3,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Jonas,Russell,Mercedes,11,0,0,11,4,0,0,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Jonas,Ocon,Alpine,0,0,0,0,7,NA,NA,FALSE,TRUE
17,Al Daayen,Qatar Grand Prix,Bart,Lawson,AlphaTauri,3,0,0,3,17,7,-7,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Bart,Leclerc,Ferrari,11,11,0,22,5,0,0,TRUE,FALSE
17,Al Daayen,Qatar Grand Prix,Bart,Gasly,Alpine,11,0,0,11,12,0,0,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Bart,Russell,Mercedes,6,0,0,6,4,4,4,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Bart,Stroll,Aston Martin,0,0,4,4,11,NA,NA,FALSE,TRUE
17,Al Daayen,Qatar Grand Prix,Dylan,Lawson,AlphaTauri,9,0,0,9,17,1,1,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Dylan,Leclerc,Ferrari,8,8,0,16,5,2,-2,TRUE,FALSE
17,Al Daayen,Qatar Grand Prix,Dylan,Gasly,Alpine,7,0,0,7,12,3,-3,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Dylan,Russell,Mercedes,9,0,0,9,4,1,1,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Dylan,Perez,Red Bull,0,0,6,6,10,NA,NA,FALSE,TRUE
17,Al Daayen,Qatar Grand Prix,Matthias,Lawson,AlphaTauri,7,0,0,7,17,3,-3,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Matthias,Leclerc,Ferrari,9,0,0,9,5,1,-1,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Matthias,Gasly,Alpine,11,0,0,11,12,0,0,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Matthias,Russell,Mercedes,8,8,0,16,4,2,2,TRUE,FALSE
17,Al Daayen,Qatar Grand Prix,Matthias,Perez,Red Bull,0,0,6,6,10,NA,NA,FALSE,TRUE
17,Al Daayen,Qatar Grand Prix,Thijs,Lawson,AlphaTauri,7,0,0,7,17,3,-3,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Thijs,Leclerc,Ferrari,8,8,0,16,5,2,-2,TRUE,FALSE
17,Al Daayen,Qatar Grand Prix,Thijs,Gasly,Alpine,11,0,0,11,12,0,0,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Thijs,Russell,Mercedes,6,0,0,6,4,4,4,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Thijs,Hamilton,Mercedes,0,0,0,0,19,NA,NA,FALSE,TRUE
17,Al Daayen,Qatar Grand Prix,Eva,Lawson,AlphaTauri,9,0,0,9,17,1,-1,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Eva,Leclerc,Ferrari,9,0,0,9,5,1,-1,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Eva,Gasly,Alpine,9,0,0,9,12,1,1,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Eva,Russell,Mercedes,9,9,0,18,4,1,-1,TRUE,FALSE
17,Al Daayen,Qatar Grand Prix,Eva,Perez,Red Bull,0,0,6,6,10,NA,NA,FALSE,TRUE
17,Al Daayen,Qatar Grand Prix,Ines,Lawson,AlphaTauri,5,0,0,5,17,5,-5,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Ines,Leclerc,Ferrari,9,9,0,18,5,1,-1,TRUE,FALSE
17,Al Daayen,Qatar Grand Prix,Ines,Gasly,Alpine,9,0,0,9,12,1,-1,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Ines,Russell,Mercedes,8,0,0,8,4,2,2,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Ines,Perez,Red Bull,0,0,6,6,10,NA,NA,FALSE,TRUE
17,Al Daayen,Qatar Grand Prix,Filip,Lawson,AlphaTauri,4,0,0,4,17,6,-6,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Filip,Leclerc,Ferrari,9,9,0,18,5,1,-1,TRUE,FALSE
17,Al Daayen,Qatar Grand Prix,Filip,Gasly,Alpine,8,0,0,8,12,2,-2,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Filip,Russell,Mercedes,8,0,0,8,4,2,2,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Filip,Perez,Red Bull,0,0,6,6,10,NA,NA,FALSE,TRUE
17,Al Daayen,Qatar Grand Prix,Mattijs,Lawson,AlphaTauri,8,8,0,16,17,2,2,TRUE,FALSE
17,Al Daayen,Qatar Grand Prix,Mattijs,Leclerc,Ferrari,9,0,0,9,5,1,1,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Mattijs,Gasly,Alpine,6,0,0,6,12,4,4,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Mattijs,Russell,Mercedes,6,0,0,6,4,4,4,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Mattijs,Perez,Red Bull,0,0,6,6,10,NA,NA,FALSE,TRUE
17,Al Daayen,Qatar Grand Prix,Robbert,Lawson,AlphaTauri,4,0,0,4,17,6,-6,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Robbert,Leclerc,Ferrari,9,0,0,9,5,1,-1,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Robbert,Gasly,Alpine,8,8,0,16,12,2,-2,TRUE,FALSE
17,Al Daayen,Qatar Grand Prix,Robbert,Russell,Mercedes,7,0,0,7,4,3,3,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Robbert,Lawson,AlphaTauri,0,0,0,0,17,NA,NA,FALSE,TRUE
17,Al Daayen,Qatar Grand Prix,Ester,Lawson,AlphaTauri,9,0,0,9,17,1,-1,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Ester,Leclerc,Ferrari,8,8,0,16,5,2,-2,TRUE,FALSE
17,Al Daayen,Qatar Grand Prix,Ester,Gasly,Alpine,8,0,0,8,12,2,2,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Ester,Russell,Mercedes,7,0,0,7,4,3,3,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Ester,Hamilton,Mercedes,0,0,0,0,19,NA,NA,FALSE,TRUE
17,Al Daayen,Qatar Grand Prix,Illias,Lawson,AlphaTauri,11,0,0,11,17,0,0,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Illias,Leclerc,Ferrari,11,11,0,22,5,0,0,TRUE,FALSE
17,Al Daayen,Qatar Grand Prix,Illias,Gasly,Alpine,9,0,0,9,12,1,-1,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Illias,Russell,Mercedes,8,0,0,8,4,2,2,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Illias,Perez,Red Bull,0,0,6,6,10,NA,NA,FALSE,TRUE
17,Al Daayen,Qatar Grand Prix,Margot,Lawson,AlphaTauri,7,0,0,7,17,3,-3,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Margot,Leclerc,Ferrari,9,9,0,18,5,1,-1,TRUE,FALSE
17,Al Daayen,Qatar Grand Prix,Margot,Gasly,Alpine,7,0,0,7,12,3,-3,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Margot,Russell,Mercedes,7,0,0,7,4,3,3,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Margot,Alonso,Aston Martin,0,0,0,0,6,NA,NA,FALSE,TRUE
17,Al Daayen,Qatar Grand Prix,Esmee,Lawson,AlphaTauri,6,0,0,6,17,4,-4,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Esmee,Leclerc,Ferrari,11,11,0,22,5,0,0,TRUE,FALSE
17,Al Daayen,Qatar Grand Prix,Esmee,Gasly,Alpine,8,0,0,8,12,2,-2,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Esmee,Russell,Mercedes,7,0,0,7,4,3,3,FALSE,FALSE
17,Al Daayen,Qatar Grand Prix,Esmee,Perez,Red Bull,0,0,6,6,10,NA,NA,FALSE,TRUE
18,Austin,United States Grand Prix,Bram,Verstappen,Red Bull,6,6,0,12,1,4,4,TRUE,FALSE
18,Austin,United States Grand Prix,Bram,Ocon,Alpine,7,0,0,7,18,3,-3,FALSE,FALSE
18,Austin,United States Grand Prix,Bram,Stroll,Aston Martin,7,0,0,7,7,3,3,FALSE,FALSE
18,Austin,United States Grand Prix,Bram,Norris,McLaren,8,0,0,8,2,2,2,FALSE,FALSE
18,Austin,United States Grand Prix,Bram,Verstappen,Red Bull,0,0,0,0,1,NA,NA,TRUE,TRUE
18,Austin,United States Grand Prix,Margot,Verstappen,Red Bull,11,11,0,22,1,0,0,TRUE,FALSE
18,Austin,United States Grand Prix,Margot,Ocon,Alpine,4,0,0,4,18,6,-6,FALSE,FALSE
18,Austin,United States Grand Prix,Margot,Stroll,Aston Martin,11,0,0,11,7,0,0,FALSE,FALSE
18,Austin,United States Grand Prix,Margot,Norris,McLaren,8,0,0,8,2,2,2,FALSE,FALSE
18,Austin,United States Grand Prix,Margot,Sargeant,Williams,0,0,4,4,10,NA,NA,FALSE,TRUE
18,Austin,United States Grand Prix,Illias,Verstappen,Red Bull,11,11,0,22,1,0,0,TRUE,FALSE
18,Austin,United States Grand Prix,Illias,Ocon,Alpine,5,0,0,5,18,5,-5,FALSE,FALSE
18,Austin,United States Grand Prix,Illias,Stroll,Aston Martin,11,0,0,11,7,0,0,FALSE,FALSE
18,Austin,United States Grand Prix,Illias,Norris,McLaren,9,0,0,9,2,1,1,FALSE,FALSE
18,Austin,United States Grand Prix,Illias,Gasly,Alpine,0,0,0,0,6,NA,NA,FALSE,TRUE
18,Austin,United States Grand Prix,Jonas,Verstappen,Red Bull,11,11,0,22,1,0,0,TRUE,FALSE
18,Austin,United States Grand Prix,Jonas,Ocon,Alpine,0,0,0,0,18,11,-11,FALSE,FALSE
18,Austin,United States Grand Prix,Jonas,Stroll,Aston Martin,1,0,0,1,7,9,9,FALSE,FALSE
18,Austin,United States Grand Prix,Jonas,Norris,McLaren,9,0,0,9,2,1,1,FALSE,FALSE
18,Austin,United States Grand Prix,Jonas,Hulkenberg,Haas,0,0,6,6,11,NA,NA,FALSE,TRUE
18,Austin,United States Grand Prix,Bart,Verstappen,Red Bull,11,11,0,22,1,0,0,TRUE,FALSE
18,Austin,United States Grand Prix,Bart,Ocon,Alpine,2,0,0,2,18,8,-8,FALSE,FALSE
18,Austin,United States Grand Prix,Bart,Stroll,Aston Martin,2,0,0,2,7,8,8,FALSE,FALSE
18,Austin,United States Grand Prix,Bart,Norris,McLaren,8,0,0,8,2,2,2,FALSE,FALSE
18,Austin,United States Grand Prix,Bart,Bottas,Alfa Romeo,0,0,0,0,12,NA,NA,FALSE,TRUE
18,Austin,United States Grand Prix,Dylan,Verstappen,Red Bull,11,11,0,22,1,0,0,TRUE,FALSE
18,Austin,United States Grand Prix,Dylan,Ocon,Alpine,0,0,0,0,18,10,-10,FALSE,FALSE
18,Austin,United States Grand Prix,Dylan,Stroll,Aston Martin,5,0,0,5,7,5,5,FALSE,FALSE
18,Austin,United States Grand Prix,Dylan,Norris,McLaren,11,0,0,11,2,0,0,FALSE,FALSE
18,Austin,United States Grand Prix,Dylan,Perez,Red Bull,0,0,0,0,4,NA,NA,FALSE,TRUE
18,Austin,United States Grand Prix,Mattijs,Verstappen,Red Bull,11,11,0,22,1,0,0,TRUE,FALSE
18,Austin,United States Grand Prix,Mattijs,Ocon,Alpine,0,0,0,0,18,10,-10,FALSE,FALSE
18,Austin,United States Grand Prix,Mattijs,Stroll,Aston Martin,4,0,0,4,7,6,6,FALSE,FALSE
18,Austin,United States Grand Prix,Mattijs,Norris,McLaren,9,0,0,9,2,1,1,FALSE,FALSE
18,Austin,United States Grand Prix,Mattijs,Perez,Red Bull,0,0,0,0,4,NA,NA,FALSE,TRUE
18,Austin,United States Grand Prix,Eva,Verstappen,Red Bull,11,11,0,22,1,0,0,TRUE,FALSE
18,Austin,United States Grand Prix,Eva,Ocon,Alpine,5,0,0,5,18,5,-5,FALSE,FALSE
18,Austin,United States Grand Prix,Eva,Stroll,Aston Martin,3,0,0,3,7,7,7,FALSE,FALSE
18,Austin,United States Grand Prix,Eva,Norris,McLaren,9,0,0,9,2,1,1,FALSE,FALSE
18,Austin,United States Grand Prix,Eva,Perez,Red Bull,0,0,0,0,4,NA,NA,FALSE,TRUE
18,Austin,United States Grand Prix,Thijs,Verstappen,Red Bull,11,11,0,22,1,0,0,TRUE,FALSE
18,Austin,United States Grand Prix,Thijs,Ocon,Alpine,1,0,0,1,18,9,-9,FALSE,FALSE
18,Austin,United States Grand Prix,Thijs,Stroll,Aston Martin,6,0,0,6,7,4,4,FALSE,FALSE
18,Austin,United States Grand Prix,Thijs,Norris,McLaren,9,0,0,9,2,1,1,FALSE,FALSE
18,Austin,United States Grand Prix,Thijs,Perez,Red Bull,0,0,0,0,4,NA,NA,FALSE,TRUE
18,Austin,United States Grand Prix,Saran,Verstappen,Red Bull,11,0,0,11,1,0,0,FALSE,FALSE
18,Austin,United States Grand Prix,Saran,Ocon,Alpine,0,0,0,0,18,14,-14,FALSE,FALSE
18,Austin,United States Grand Prix,Saran,Stroll,Aston Martin,9,0,0,9,7,1,-1,FALSE,FALSE
18,Austin,United States Grand Prix,Saran,Norris,McLaren,9,9,0,18,2,1,1,TRUE,FALSE
